activity	subject	tBodyAcc_mean_X	tBodyAcc_mean_Y	tBodyAcc_mean_Z	tBodyAcc_std_X	tBodyAcc_std_Y	tBodyAcc_std_Z	tGravityAcc_mean_X	tGravityAcc_mean_Y	tGravityAcc_mean_Z	tGravityAcc_std_X	tGravityAcc_std_Y	tGravityAcc_std_Z	tBodyAccJerk_mean_X	tBodyAccJerk_mean_Y	tBodyAccJerk_mean_Z	tBodyAccJerk_std_X	tBodyAccJerk_std_Y	tBodyAccJerk_std_Z	tBodyGyro_mean_X	tBodyGyro_mean_Y	tBodyGyro_mean_Z	tBodyGyro_std_X	tBodyGyro_std_Y	tBodyGyro_std_Z	tBodyGyroJerk_mean_X	tBodyGyroJerk_mean_Y	tBodyGyroJerk_mean_Z	tBodyGyroJerk_std_X	tBodyGyroJerk_std_Y	tBodyGyroJerk_std_Z	fBodyAcc_mean_X	fBodyAcc_mean_Y	fBodyAcc_mean_Z	fBodyAcc_std_X	fBodyAcc_std_Y	fBodyAcc_std_Z	fBodyAccJerk_mean_X	fBodyAccJerk_mean_Y	fBodyAccJerk_mean_Z	fBodyAccJerk_std_X	fBodyAccJerk_std_Y	fBodyAccJerk_std_Z	fBodyGyro_mean_X	fBodyGyro_mean_Y	fBodyGyro_mean_Z	fBodyGyro_std_X	fBodyGyro_std_Y	fBodyGyro_std_Z
SITTING	19	0.26972348710555555	-0.018203151571030557	-0.11827718009938333	-0.5746589229191944	-0.5070350849926389	-0.6491847265569445	0.475323016	0.09640526266666667	0.23301140119508335	-0.9582904478611111	-0.95925383425	-0.94180028475	0.07741711477663889	0.011581242196087556	-0.0018619885019583332	-0.5710882661460833	-0.5713111904322222	-0.7053429761908333	-0.03857239533465111	-0.06814206031777778	0.08836095915591667	-0.6377899145755556	-0.6438663005603056	-0.6456822121891667	-0.08959394250555555	-0.03832087366702778	-0.056964944428694445	-0.6188362066344445	-0.7259913806238889	-0.6866845838315834	-0.5870503550975278	-0.5218880766097778	-0.6470262982840278	-0.5708979748225	-0.5309015850223611	-0.6802913826372222	-0.5931571691746111	-0.5966949439369444	-0.6809244931805556	-0.5869101289808333	-0.572596722878	-0.7285219014988611	-0.5530895759427777	-0.6413372998177778	-0.6026253078183889	-0.6660713155998889	-0.6501054023477778	-0.6947290754916666
SITTING	21	0.2774665255220588	-0.01766645785617647	-0.10877848058848039	-0.672323867377451	-0.5655851903362991	-0.6696218131764706	0.6457759578088236	-0.07509630714460784	0.03218517743627451	-0.9655866344607843	-0.9693308184558823	-0.9530939933088235	0.08222078747769608	0.0035010755358485294	-0.01065907267129902	-0.6997633442057843	-0.6651591231056201	-0.7818239014829902	-0.027634663930357843	-0.07847197368389706	0.08612126683627451	-0.7961722868995098	-0.765057760637255	-0.7016420284995588	-0.10055831788921568	-0.04082361418633333	-0.05338610464164216	-0.7924831567205882	-0.815859336004902	-0.8120173121813725	-0.6934860971441177	-0.5937782141490197	-0.7077137990218137	-0.6653496634264706	-0.5787485868318627	-0.6755881927786764	-0.7164141314504902	-0.6786151187289216	-0.7673519865553922	-0.7098007283882353	-0.6741023606551471	-0.7949228136736275	-0.7520408286519608	-0.7593257148112745	-0.7094714204656862	-0.8110267101102941	-0.7713883188235294	-0.7283193047306372
SITTING	22	0.2792415319080808	-0.01686230737622727	-0.10855895108333333	-0.6315631591373737	-0.5933705930935859	-0.7191653412075758	0.675242930959596	0.023580836313131313	0.23663716040540403	-0.9708864225252525	-0.9648663002373737	-0.9452375366717172	0.08471629291464647	0.018957343347373735	-0.003541664412676768	-0.6646505373979797	-0.6490088265823233	-0.8116097386868687	-0.012282055398181817	-0.09098782139949495	0.08461773565454546	-0.7431705514616161	-0.8363074223232323	-0.7206188095151516	-0.10604577213636364	-0.037223826206565655	-0.05436239012222222	-0.7608855913131313	-0.8985494529797979	-0.7909427743939393	-0.6726656037767677	-0.6061669932414141	-0.7508108428383838	-0.617357217010101	-0.6131029623434343	-0.7242942448106061	-0.6800881106454545	-0.6588889586969697	-0.7955245330808081	-0.6789178606348485	-0.663075714679899	-0.826747967929293	-0.700048715979798	-0.8440997684848485	-0.7127002622575758	-0.758195876909091	-0.8335102851010101	-0.7492826578787879
STANDING	18	0.27617737778443113	-0.01728187415619072	-0.10794075751197604	-0.6679323052095808	-0.599095553763473	-0.6792166703293413	0.6947927770958083	-0.001030184326347304	0.25563732908682635	-0.9787427665868264	-0.9689999555988024	-0.9581474902994012	0.07764483013562874	0.012953444526212575	8.864674233029942e-4	-0.7117255570658683	-0.7117884691317365	-0.8345206653293413	-0.03843013602050898	-0.06722487719266466	0.09132414646407186	-0.7914264437215569	-0.7593707615568862	-0.7261468099101797	-0.09406217403209581	-0.044562252745808384	-0.057165201412215566	-0.8309200029341317	-0.8743718246407186	-0.8256669647604791	-0.6894530510479042	-0.6379574496407185	-0.7422313876347305	-0.6604895379041916	-0.6055104239610778	-0.6725416762784431	-0.7284964559281437	-0.7239076830838324	-0.8192225329940119	-0.7202033720359281	-0.7183984536526946	-0.8485064931137725	-0.7728554637365269	-0.801441592754491	-0.7370160205389221	-0.7997605559730538	-0.7403214573952096	-0.7485927444011976
STANDING	20	0.2738499599191919	-0.019286707438939395	-0.11165109032626262	-0.650788909160606	-0.4562597539853535	-0.6308930018636364	0.6572438991919192	-0.06861816555555555	0.23862617751515153	-0.9583249467171717	-0.9535760806060606	-0.9388735968989899	0.08358689113737373	0.006111877652474748	-0.006074914916898991	-0.6593095921166666	-0.6067931001515151	-0.7540194523030304	-0.0256483096989899	-0.07893075640611111	0.082163496089899	-0.7099481037979798	-0.6428396666272728	-0.5796205274787879	-0.09531897677222222	-0.0424081459060606	-0.05566132285757576	-0.7339411152575758	-0.7163532991262627	-0.7153586418181818	-0.6457345376313132	-0.5063203911565657	-0.6595320339161617	-0.6540362483066666	-0.46629867046767676	-0.644857545959596	-0.6741207313077222	-0.6293268604015152	-0.7344657753080808	-0.6745759972070707	-0.609033040979596	-0.7721510091464646	-0.6635252287843434	-0.6420436492089394	-0.5872179335712121	-0.7262263420606061	-0.6467624210166667	-0.6163403934065657
STANDING	22	0.2675658958292683	-0.016771104312121952	-0.10884974498211382	-0.4084989970888618	-0.32670006008943087	-0.5519434905073171	0.5033851261788618	0.04427367591869919	0.23468167949593496	-0.9385725310569105	-0.9451803702934959	-0.929170545691057	0.07006726251471544	0.00930099346105691	-0.01316401407617886	-0.456687476	-0.417944389701626	-0.6781434338211382	-0.0011233935016260166	-0.10137018874878048	0.07580438786666667	-0.619856056592683	-0.6999342488617886	-0.5479552757642276	-0.11442775986674797	-0.040454172304715444	-0.0644152729899187	-0.6252125113333333	-0.7977475372357724	-0.6639259466747968	-0.469793729799187	-0.35042599302764227	-0.5851177369674797	-0.38665894200162604	-0.35859435695609754	-0.5708999709837398	-0.48217749637479673	-0.4381796811747968	-0.6498408366666667	-0.4793762507134146	-0.43685187652985363	-0.7054066658536585	-0.5422287749918699	-0.7065655631707317	-0.5317478061382114	-0.6454075071300813	-0.6992012608943089	-0.596342575910569
STANDING	23	0.27349325473010755	-0.01958925878682796	-0.10909398238524194	-0.622594039757258	-0.532078546615699	-0.45055720340994626	0.6623247375806451	0.01462091973548387	0.0518662466372043	-0.96439304029569894	-0.9603189070967741	-0.9342361466129032	0.07785882158438172	0.020047096497298387	-7.176808818870965e-4	-0.608183751830914	-0.6189812305182796	-0.6030487695715323	-0.022089041801317204	-0.08259729637540322	0.07469494232432795	-0.7557386252419355	-0.500338191139785	-0.6096834518217742	-0.09669907372258064	-0.04327227417983871	-0.06219590935263441	-0.7286921383333334	-0.5460435936518817	-0.7405181458870967	-0.5990808864306452	-0.5484832089435484	-0.4902128161841398	-0.6338391144365592	-0.5544716795921775	-0.4747675437160484	-0.6175218366056452	-0.6282313383927419	-0.5788708102354839	-0.6350543514755377	-0.6369776100607527	-0.6275403676526882	-0.6851365015188172	-0.49778381101048386	-0.6176854167365592	-0.7791970540645161	-0.5078505474137097	-0.644131036807258
STANDING	25	0.27530146777212716	-0.019322176931491443	-0.10962903098044009	-0.7162645375476773	-0.5314210356026895	-0.6470955610586797	0.6723866221271394	0.04716014275305624	0.2392260409303912	-0.9500170913447433	-0.9010887709633252	-0.8806823307066015	0.08176574420638141	0.006386338844425427	-0.010346171499488997	-0.7968233500733496	-0.7225029193643032	-0.8606693826405868	-0.002981511647921761	-0.08390035415782396	0.0993606079900489	-0.6831319707750612	-0.7522610132762836	-0.74741022	-0.10826388456229828	-0.03898847534352078	-0.055578222364743274	-0.7686824731784841	-0.9026280807579462	-0.8318486672860635	-0.7484165096821516	-0.6000276972420537	-0.7385099475794621	-0.705223686579951	-0.5290646522909536	-0.6302246376745722	-0.8041446428361858	-0.7405703122493887	-0.8495048494865526	-0.8077125257212714	-0.7217076685721271	-0.870541516210269	-0.672197763601467	-0.8131337920782397	-0.746832213594132	-0.6903984819437653	-0.7235844375305623	-0.7712089290953545
STANDING	26	0.2730365808625	-0.01616872774634949	-0.10763789492857143	-0.6231010311683673	-0.5859671424181122	-0.7049806274489796	0.6151235346683673	0.10870478277551021	0.23410701047244897	-0.9678178999489796	-0.9597135622270409	-0.9556433635459184	0.08087432613418367	0.007677099781811225	-0.007248919437688775	-0.6828156529931122	-0.678386582086227	-0.7783494608418368	-0.02065993210510204	-0.08274150609040816	0.09178532940446428	-0.7666739703392857	-0.8006754710459184	-0.7033472056198979	-0.09881256274612245	-0.04047640028885204	-0.055828274335403064	-0.7323213706908164	-0.8361121753316326	-0.7731015248214286	-0.6510903018619898	-0.6104258332403061	-0.7240460871556123	-0.6134995976760204	-0.6002748098262755	-0.7184904757653061	-0.6994131682956632	-0.6967264739127551	-0.76956529125	-0.694314518927551	-0.6803580612	-0.7860491249489796	-0.7031095610688776	-0.7993530753571428	-0.6894048468137756	-0.7874031005994898	-0.803635337372449	-0.7359423844387755
STANDING	27	0.2752230674358974	-0.01625541172179487	-0.10540381001538461	-0.9902766438461539	-0.9721961779487179	-0.9699698776923077	0.7880373317948718	0.0657218505	0.21970160521197307	-0.9858537348717948	-0.9824921015384616	-0.9692543406410257	0.07672832543589743	0.009971548662820514	-0.0026655193830769234	-0.9918315343589743	-0.985056905	-0.990225417948718	-0.032447117343589744	-0.0765120463525641	0.08099941711538462	-0.9875841967948717	-0.9839399288461539	-0.9778471817948717	-0.0966434086025641	-0.03956414301282051	-0.05307100054102564	-0.9926945512820513	-0.9933960125641026	-0.992933121025641	-0.990202906025641	-0.9751557548717948	-0.9788484184615385	-0.9903987882051282	-0.9716906375641026	-0.9671655684615384	-0.991782158076923	-0.9851473301282051	-0.9885217916666666	-0.9926498619230769	-0.9860938587179487	-0.9904939866666667	-0.9861184462820513	-0.9859879148717948	-0.9789886053846154	-0.9880877907692308	-0.9828431039743589	-0.979428019102564
WALKING	1	0.26569692058213257	-0.01829817251760807	-0.10784573454610952	-0.5457953313283257	-0.36771621822737754	-0.5026457465628242	0.744867411573487	-0.08255625798559078	0.07233987038904899	-0.9598594359365994	-0.9511506274582132	-0.9258175908674352	0.07709304951268012	0.01659084388023055	-0.00910758730117003	-0.524721922818732	-0.4704124035112392	-0.7173222748818444	-0.02087640643201729	-0.08807227294005764	0.08626416665979827	-0.6865557152017291	-0.4509798104995677	-0.5974961367951008	-0.09711201972659943	-0.04171648082939481	-0.04713939854775216	-0.6378126872103747	-0.6344722445504323	-0.6645919777864553	-0.5318951612582132	-0.40643544890443806	-0.5964111652536023	-0.5530606166634006	-0.39015093964706055	-0.49858309167608067	-0.5473488924357637	-0.5073436179698588	-0.695305113832853	-0.5439797761278674	-0.46625167653337174	-0.7378619326801152	-0.6232191823115274	-0.5053094340700288	-0.5535290654256484	-0.7082634208616715	-0.42982583264870317	-0.6504761621325649
WALKING	2	0.27311311578807945	-0.019132318317483445	-0.11564995817549668	-0.6055864971592715	-0.42896298658940396	-0.589360062210596	0.6607828666887418	-0.1472198869104106	0.23583786483642383	-0.9630155082450331	-0.960033560165563	-0.9453653839072848	0.0785353156747351	0.007087712497649007	7.557607483774834e-4	-0.5578096031238411	-0.4918758898317881	-0.7418853883112583	-0.0517030657821192	-0.05684201868178808	0.08725994222913908	-0.7106489278158941	-0.7229436743377483	-0.6348889278430464	-0.08755874916688741	-0.04339868354536424	-0.05575418281887417	-0.6716791033112582	-0.7835954667284768	-0.6746119332930464	-0.5737709114294702	-0.432566581302351	-0.6300812221248344	-0.6197881028033112	-0.464723862913245	-0.6006786148350993	-0.5616820496221854	-0.5089037990145695	-0.7157453304039735	-0.5951056128950332	-0.5091475436738411	-0.7670870154966888	-0.6387176945930464	-0.7220689786357616	-0.6015948896543046	-0.7345885401821192	-0.7271677410264901	-0.683114494539735
WALKING	3	0.2734287196363636	-0.01785606738495601	-0.10649263242909678	-0.6234136020469209	-0.480015920697654	-0.6536255792932552	0.7078143533431085	-0.0260590480328739	0.04809379041906158	-0.9664575656304986	-0.9445645371260997	-0.9269662782111437	0.07017312619888563	0.014466432906041056	-5.268188728753664e-4	-0.6354846880410557	-0.5572118677378299	-0.79606624023460415	-0.024849068282844573	-0.07435653084428152	0.08668754971190616	-0.6992621957058651	-0.7630221817008798	-0.7094834403225806	-0.09915546096334311	-0.040192394369501463	-0.052117826417008795	-0.6893284286070381	-0.842659862111437	-0.7430285005659824	-0.625733289873607	-0.5017799385052786	-0.6996568285923753	-0.6238050151994134	-0.5027536397958944	-0.657443765803519	-0.6458934966304986	-0.582949919157742	-0.7801016441935484	-0.657844055881525	-0.5598511860884077	-0.8108060165982405	-0.6420977197785924	-0.7751449850733138	-0.6707347089964809	-0.719276622702346	-0.7585052872140763	-0.751008875659824
WALKING	4	0.2770344647525773	-0.013349681774690722	-0.10591613592783505	-0.6838644660943299	-0.5896093305396908	-0.741959040257732	0.7314565098969072	0.07234798930641598	0.19399343376804123	-0.967576704329897	-0.9417065232113402	-0.9367242332731959	0.07801622379536083	-0.0010311298138298978	-0.007370700696030927	-0.7010667374381443	-0.6709767013762886	-0.8595025247938144	-0.029872675297938144	-0.07500865566752578	0.0956607416628866	-0.7509159608350515	-0.828888294742268	-0.7459042258247423	-0.10509869233865979	-0.041062442691237114	-0.060866534304432986	-0.7784795857216494	-0.9114363167525773	-0.7905782543298969	-0.6989943442268042	-0.6109666056747423	-0.7849641190206186	-0.6793164954574742	-0.6058790790226805	-0.7399201719072165	-0.7179737249716495	-0.6846484039175258	-0.8453838954123711	-0.710952957814433	-0.679116699128866	-0.8723486158762886	-0.7080970032783506	-0.8518592412371134	-0.7239136833505154	-0.7659318373659794	-0.8181052828865979	-0.7788636492783505
WALKING	5	0.2791779603013245	-0.015483345533619205	-0.10566173681688741	-0.5076910113917219	-0.4027249060781457	-0.6464436401754967	0.6981537190728477	0.11231310973675497	0.09216071974499039	-0.96462910880794706	-0.9399737779503311	-0.9420786788410596	0.08410198996225166	0.001765683038410597	-0.0029537113427350993	-0.5758905356798013	-0.5065443586096027	-0.7845619948675496	-0.029451687364304636	-0.07743164455960265	0.08662671167450331	-0.7099556769834438	-0.7056383066887417	-0.6065898173807946	-0.10352287714735099	-0.04906245193741722	-0.050625816012251655	-0.6625813103344371	-0.7741142703642384	-0.5646807712490066	-0.5512377051324503	-0.44023243179503313	-0.6961718114900662	-0.4928298857486755	-0.4221621711003311	-0.6493512107483443	-0.6047698694387417	-0.5509919698574172	-0.7687623579801325	-0.5840136269834437	-0.4915004343039073	-0.7988355638079471	-0.6322393008298013	-0.7170621878145695	-0.5373291272932782	-0.7357385771854305	-0.7022903909602649	-0.6693536874834437
WALKING	6	0.2694341519025424	-0.01639111239368644	-0.11790069208474577	-0.6476691703334746	-0.553142396078856	-0.7898450775423729	0.670506153601695	0.06123213664618644	0.058470277855847456	-0.9565189894067797	-0.9526131668220339	-0.9406466095338983	0.08664350911495762	0.001830607881949153	-8.109309896186439e-4	-0.6671987215025423	-0.6273570974105932	-0.871721440720339	-0.034284023414703386	-0.07725701162639831	0.10430875463894068	-0.7670686730529661	-0.7614380685169492	-0.7234902061538135	-0.0919680285336017	-0.04376567557372881	-0.05715134115076271	-0.739023005	-0.8200440630932203	-0.7063850715716101	-0.6466203026525423	-0.5783550996190678	-0.8147383651694915	-0.6497721616297034	-0.5686091621210593	-0.793153623220339	-0.6777798177050848	-0.66059454675	-0.8596036724152543	-0.6866777979927966	-0.6163297045016949	-0.8825119095338984	-0.7100608165084745	-0.7616250618220339	-0.6681138814792373	-0.7861803111326271	-0.7641081180932203	-0.7704674563135593
